,Latitude,Longitude,Class,EventDays,OutsideEvent
2704,43.718055555555566,18.59305555555557,3.0,0.0,True
2706,43.718055555555566,19.376388888888897,1.0,0.0,True
2708,43.718055555555566,19.640277777777783,4.0,0.0,True
2710,43.718055555555566,19.86805555555557,1.0,0.0,True
2712,43.718055555555566,20.15972222222223,1.0,0.0,True
2714,43.718055555555566,20.406944444444463,1.0,0.0,True
2734,43.593055555555566,11.904166666666669,1.0,0.0,True
2736,43.593055555555566,12.131944444444455,1.0,0.0,True
2738,43.593055555555566,12.370833333333335,1.0,0.0,True
2740,43.52916666666667,12.912499999999994,1.0,0.0,True
2742,43.593055555555566,18.620833333333337,1.0,0.0,True
2744,43.593055555555566,19.55138888888891,4.0,0.0,True
2746,43.593055555555566,19.79583333333335,4.0,0.0,True
2748,43.593055555555566,19.99305555555557,1.0,0.0,True
2750,43.593055555555566,20.24305555555557,1.0,0.0,True
2770,43.46527777777777,12.176388888888908,1.0,0.0,True
2772,43.468055555555566,12.370833333333335,1.0,0.0,True
2774,43.468055555555566,12.640277777777785,1.0,0.0,True
2776,43.468055555555566,12.94861111111112,1.0,0.0,True
2778,43.468055555555566,19.84305555555557,4.0,0.0,True
2780,43.468055555555566,19.995833333333337,1.0,0.0,True
2790,43.343055555555566,12.245833333333335,1.0,0.0,True
2792,43.27916666666667,12.506944444444455,1.0,0.0,True
2794,43.343055555555566,12.745833333333335,1.0,0.0,True
2796,43.343055555555566,18.995833333333337,4.0,0.0,True
2798,43.343055555555566,19.87361111111113,2.0,0.0,True
2810,43.218055555555566,19.004166666666663,2.0,0.0,True
2812,43.218055555555566,23.74305555555557,1.0,0.0,True
2826,43.076388888888886,23.615277777777777,3.0,0.0,True
2828,43.093055555555566,23.74305555555557,1.0,0.0,True
2842,42.968055555555566,0.3902777777777828,1.0,0.0,True
2844,42.968055555555566,0.6569444444444628,1.0,0.0,True
2846,42.968055555555566,0.8763888888888971,1.0,0.0,True
2876,42.843055555555566,0.2513888888888971,2.0,0.0,True
2878,42.843055555555566,0.5319444444444628,1.0,0.0,True
2880,42.837500000000006,0.7513888888888971,1.0,0.0,True
2882,42.843055555555566,1.001388888888897,1.0,0.0,True
2910,42.718055555555566,1.751388888888897,3.0,0.0,True
2912,42.718055555555566,2.0541666666666742,3.0,0.0,True
2914,42.718055555555566,2.2736111111111086,3.0,0.0,True
2916,42.718055555555566,2.501388888888897,4.0,0.0,True
2918,42.718055555555566,23.23750000000001,6.0,0.0,True
2934,42.593055555555566,1.751388888888897,2.0,0.0,True
2936,42.593055555555566,2.001388888888897,2.0,0.0,True
2938,42.593055555555566,2.251388888888897,4.0,0.0,True
2940,42.593055555555566,2.501388888888897,4.0,0.0,True
2942,42.593055555555566,23.11805555555557,6.0,0.0,True
2944,42.593055555555566,23.393055555555577,1.0,0.0,True
2958,42.468055555555566,2.376388888888897,4.0,0.0,True
2960,42.462500000000006,19.80138888888891,5.0,0.0,True
2962,42.468055555555566,23.24305555555557,1.0,0.0,True
2968,42.33472222222224,19.49861111111113,1.0,0.0,True
2970,42.343055555555566,19.745833333333337,1.0,0.0,True
2976,42.19861111111112,13.776388888888905,2.0,0.0,True
2978,42.218055555555566,19.745833333333337,1.0,0.0,True
2980,42.218055555555566,19.99305555555557,1.0,0.0,True
2982,42.07916666666668,13.804166666666674,2.0,0.0,True
2984,42.093055555555566,19.84027777777777,4.0,0.0,True
2986,42.093055555555566,19.99861111111113,1.0,0.0,True
2988,42.093055555555566,23.137500000000017,1.0,0.0,True
2992,41.97083333333333,13.759722222222225,2.0,0.0,True
2994,41.97083333333333,20.04583333333335,4.0,0.0,True
2996,41.97083333333333,20.251388888888897,1.0,0.0,True
3006,41.84583333333333,13.870833333333335,2.0,0.0,True
3008,41.84583333333333,20.23194444444445,1.0,0.0,True
3010,41.84583333333333,20.43194444444444,2.0,0.0,True
3022,41.72083333333333,13.787499999999994,1.0,0.0,True
3024,41.72083333333333,13.995833333333335,1.0,0.0,True
3026,41.72083333333333,19.99861111111113,1.0,0.0,True
3028,41.72083333333333,20.24305555555557,2.0,0.0,True
3030,41.72083333333333,20.49305555555557,2.0,0.0,True
3040,41.59583333333333,13.754166666666665,2.0,0.0,True
3042,41.59583333333333,13.995833333333335,1.0,0.0,True
3044,41.55972222222224,20.037499999999994,1.0,0.0,True
3046,41.59583333333333,20.268055555555577,1.0,0.0,True
3048,41.59583333333333,20.52361111111111,1.0,0.0,True
3058,41.47083333333333,20.276388888888903,1.0,0.0,True
3060,41.47083333333333,20.501388888888897,1.0,0.0,True
3062,41.47083333333333,20.74305555555557,1.0,0.0,True
3070,41.34583333333333,20.36805555555557,1.0,0.0,True
3072,41.34583333333333,20.61805555555557,1.0,0.0,True
3074,41.34583333333333,20.86805555555557,1.0,0.0,True
3082,41.22083333333333,20.24305555555557,1.0,0.0,True
3084,41.22083333333333,20.49305555555557,1.0,0.0,True
3086,41.22083333333333,20.781944444444463,1.0,0.0,True
3088,41.22083333333333,20.99305555555557,1.0,0.0,True
3096,41.09583333333333,20.36805555555557,1.0,0.0,True
3098,41.09583333333333,20.61805555555557,1.0,0.0,True
3100,41.09583333333333,20.86805555555557,2.0,0.0,True
3102,41.09583333333333,21.11805555555557,1.0,0.0,True
3110,40.962500000000006,15.618055555555571,1.0,0.0,True
3112,40.97083333333333,20.32638888888889,1.0,0.0,True
3114,40.97083333333333,20.86805555555557,1.0,0.0,True
3116,40.97083333333333,38.86250000000001,6.0,0.0,True
3118,40.97083333333333,39.11250000000001,1.0,0.0,True
3128,40.84583333333333,15.726388888888891,1.0,0.0,True
3130,40.84583333333333,20.41527777777779,1.0,0.0,True
3132,40.84583333333333,38.86250000000001,1.0,0.0,True
3134,40.84583333333333,39.11250000000001,1.0,0.0,True
3144,40.65972222222223,17.19861111111112,1.0,0.0,True
3146,40.72083333333333,20.065277777777798,1.0,0.0,True
3148,40.72083333333333,20.265277777777783,4.0,0.0,True
3158,40.593055555555566,17.11250000000001,6.0,0.0,True
3160,40.59583333333333,19.84861111111113,1.0,0.0,True
3162,40.59583333333333,19.99305555555557,1.0,0.0,True
3178,40.456944444444446,15.870833333333335,1.0,0.0,True
3180,40.47083333333333,16.168055555555554,1.0,0.0,True
3202,40.34583333333333,15.968055555555566,2.0,0.0,True
3204,40.331944444444446,16.18194444444444,1.0,0.0,True
3206,40.34583333333333,20.370833333333337,1.0,0.0,True
3224,40.22083333333333,15.884722222222225,1.0,0.0,True
3226,40.22083333333333,16.137500000000017,1.0,0.0,True
3228,40.22083333333333,20.256944444444457,2.0,0.0,True
3246,40.09583333333333,15.781944444444465,1.0,0.0,True
3248,40.09583333333333,16.04027777777779,1.0,0.0,True
3266,39.97083333333333,16.120833333333337,2.0,0.0,True
3268,39.9375,28.49305555555557,1.0,0.0,True
3284,39.84583333333333,28.490277777777777,1.0,0.0,True
3308,39.5625,28.615277777777777,4.0,0.0,True
3372,38.73194444444445,32.2513888888889,2.0,0.0,True
3384,38.54861111111112,38.8402777777778,2.0,0.0,True
3386,38.49583333333334,38.99305555555557,2.0,0.0,True
3388,38.3736111111111,38.61250000000001,2.0,0.0,True
3392,38.3125,38.64583333333334,2.0,0.0,True
3410,38.0625,39.55972222222224,2.0,0.0,True
3412,38.02361111111111,39.97083333333333,2.0,0.0,True
3422,37.97361111111111,39.48750000000001,2.0,0.0,True
3424,37.85694444444445,39.77361111111111,2.0,0.0,True
3430,37.76527777777778,30.73750000000001,5.0,0.0,True
3432,37.831944444444446,39.66527777777779,2.0,0.0,True
3434,37.82361111111112,39.86250000000001,2.0,0.0,True
3442,37.704166666666666,30.70416666666668,4.0,0.0,True
3444,37.72361111111111,31.34305555555557,4.0,0.0,True
3450,37.59861111111111,31.10138888888889,4.0,0.0,True
3458,37.47361111111111,29.615277777777777,4.0,0.0,True
3466,37.28194444444445,29.60138888888889,4.0,0.0,True
3474,37.22361111111111,29.445833333333358,4.0,0.0,True
3698,34.84861111111111,37.73750000000001,5.0,0.0,True
3714,34.72361111111111,37.3402777777778,5.0,0.0,True
3716,34.72361111111111,37.48750000000001,5.0,0.0,True
3732,34.59861111111111,36.99305555555557,5.0,0.0,True
3734,34.59861111111111,37.23750000000001,5.0,0.0,True
3736,34.59861111111111,37.48750000000001,5.0,0.0,True
3748,34.39027777777778,36.59583333333333,5.0,0.0,True
3750,34.454166666666666,36.85138888888889,5.0,0.0,True
3752,34.47361111111111,36.99861111111113,5.0,0.0,True
3754,34.47361111111111,37.23750000000001,5.0,0.0,True
3772,34.293055555555554,36.12361111111113,5.0,0.0,True
3774,34.34861111111111,36.604166666666686,5.0,0.0,True
3776,34.34861111111111,36.73750000000001,5.0,0.0,True
3778,34.34861111111111,36.98750000000001,5.0,0.0,True
3780,34.34861111111111,37.23750000000001,5.0,0.0,True
3836,33.97638888888889,37.98750000000001,5.0,0.0,True
3838,33.97638888888889,38.23750000000001,5.0,0.0,True
3840,33.97638888888889,38.48750000000001,5.0,0.0,True
3858,33.85138888888889,37.73750000000001,5.0,0.0,True
3860,33.85138888888889,37.98750000000001,5.0,0.0,True
3862,33.85138888888889,38.23750000000001,5.0,0.0,True
3864,33.85138888888889,38.48750000000001,5.0,0.0,True
3880,33.72638888888889,37.61250000000001,5.0,0.0,True
3882,33.72638888888889,37.86250000000001,5.0,0.0,True
3884,33.72638888888889,38.11250000000001,5.0,0.0,True
3886,33.72638888888889,38.36250000000001,5.0,0.0,True
3888,33.72638888888889,38.61250000000001,5.0,0.0,True
3908,33.60138888888889,37.48750000000001,5.0,0.0,True
3910,33.60138888888889,37.73750000000001,5.0,0.0,True
3912,33.60138888888889,37.98750000000001,5.0,0.0,True
3914,33.60138888888889,38.23750000000001,5.0,0.0,True
3916,33.60138888888889,38.48750000000001,5.0,0.0,True
3918,33.60138888888889,38.73750000000001,5.0,0.0,True
3934,33.47638888888889,37.98750000000001,5.0,0.0,True
3936,33.47638888888889,38.86250000000001,5.0,0.0,True
3946,33.35138888888889,38.11250000000001,5.0,0.0,True
4142,31.72638888888889,9.498611111111131,5.0,0.0,True
4164,31.60138888888889,9.498611111111131,5.0,0.0,True
4192,31.47638888888889,9.248611111111131,5.0,0.0,True
4194,31.47638888888889,9.498611111111131,5.0,0.0,True
4196,31.47638888888889,9.748611111111131,5.0,0.0,True
4216,31.35138888888889,9.373611111111131,5.0,0.0,True
4218,31.35138888888889,9.623611111111131,5.0,0.0,True
4220,31.35138888888889,9.873611111111131,5.0,0.0,True
4242,31.22638888888889,9.373611111111131,5.0,0.0,True
4244,31.22638888888889,9.623611111111131,5.0,0.0,True
4264,31.10138888888889,9.248611111111131,5.0,0.0,True
4266,31.10138888888889,9.498611111111131,5.0,0.0,True
4280,30.97638888888889,24.74305555555557,5.0,0.0,True
4296,30.85138888888889,24.86805555555557,5.0,0.0,True
4308,30.72638888888889,24.74305555555557,5.0,0.0,True
4322,30.60138888888889,24.86805555555557,5.0,0.0,True
4334,30.47638888888889,1.001388888888897,5.0,0.0,True
4336,30.47638888888889,1.251388888888897,5.0,0.0,True
4338,30.47638888888889,1.501388888888897,5.0,0.0,True
4340,30.47638888888889,24.86805555555557,5.0,0.0,True
4342,30.47638888888889,25.86805555555557,5.0,0.0,True
4344,30.47638888888889,26.11805555555557,5.0,0.0,True
4346,30.47638888888889,26.36805555555557,5.0,0.0,True
4348,30.47638888888889,26.61805555555557,5.0,0.0,True
4374,30.35138888888889,1.001388888888897,5.0,0.0,True
4376,30.35138888888889,1.251388888888897,5.0,0.0,True
4378,30.35138888888889,1.501388888888897,5.0,0.0,True
4380,30.35138888888889,25.74305555555557,5.0,0.0,True
4382,30.35138888888889,25.99305555555557,5.0,0.0,True
