,Latitude,Longitude,Class,EventDays,EventStart,EventEnd,Event_Days,EventLabel,OutsideEvent
38.3_30.35,30.35138889,38.30138889,5.0,16.0,"['2018-07-02', '2018-07-12', '2020-08-21', '2021-08-06', '2021-09-03', '2021-09-05']","['2018-07-10', '2018-07-12', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05']","[9, 1, 2, 2, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0]",False
39.43_30.35,30.35138889,39.42638889,5.0,15.0,"['2018-07-02', '2018-07-12', '2020-08-21', '2021-08-06', '2021-09-03', '2021-09-05']","['2018-07-10', '2018-07-12', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05']","[9, 1, 2, 2, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0]",False
38.55_30.23,30.22638889,38.55138889,5.0,19.0,"['2018-07-02', '2018-07-12', '2020-08-21', '2021-08-06', '2021-09-03', '2021-09-05']","['2018-07-10', '2018-07-12', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05']","[9, 1, 2, 2, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0]",False
39.68_30.23,30.22638889,39.67638889,5.0,12.0,"['2018-07-02', '2018-07-12', '2020-08-21', '2021-08-06', '2021-09-03', '2021-09-05']","['2018-07-10', '2018-07-12', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05']","[9, 1, 2, 2, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0]",False
5.6_51.08,51.07916667,5.60416667,4.0,15.0,"['2018-07-01', '2018-07-07', '2018-07-25', '2020-06-24', '2020-07-31', '2020-08-07']","['2018-07-01', '2018-07-08', '2018-07-26', '2020-06-25', '2020-07-31', '2020-08-12']","[1, 2, 2, 2, 1, 6]","[13791.0, 13940.0, 14232.0, 28298.0, 29622.0, 29988.0]",False
10.19_51.09,51.0875,10.19305556,1.0,15.0,"['2018-07-01', '2018-07-07', '2018-07-25', '2020-06-24', '2020-07-31', '2020-08-07']","['2018-07-01', '2018-07-08', '2018-07-26', '2020-06-25', '2020-07-31', '2020-08-12']","[1, 2, 2, 2, 1, 6]","[13791.0, 13940.0, 14232.0, 28298.0, 29622.0, 29988.0]",False
13.98_51.08,51.08472222,13.97916667,4.0,14.0,"['2018-07-01', '2018-07-07', '2018-07-25', '2020-06-24', '2020-07-31', '2020-08-07']","['2018-07-01', '2018-07-08', '2018-07-26', '2020-06-25', '2020-07-31', '2020-08-12']","[1, 2, 2, 2, 1, 6]","[13791.0, 13940.0, 14232.0, 28298.0, 29622.0, 29988.0]",False
6.11_50.96,50.9625,6.1125,6.0,23.0,"['2018-07-01', '2018-07-07', '2018-07-25', '2020-06-24', '2020-07-31', '2020-08-07']","['2018-07-01', '2018-07-08', '2018-07-26', '2020-06-25', '2020-07-31', '2020-08-12']","[1, 2, 2, 2, 1, 6]","[13791.0, 13940.0, 14232.0, 28298.0, 29622.0, 29988.0]",False
10.22_50.96,50.9625,10.22083333,1.0,12.0,"['2018-07-01', '2018-07-07', '2018-07-25', '2020-06-24', '2020-07-31', '2020-08-07']","['2018-07-01', '2018-07-08', '2018-07-26', '2020-06-25', '2020-07-31', '2020-08-12']","[1, 2, 2, 2, 1, 6]","[13791.0, 13940.0, 14232.0, 28298.0, 29622.0, 29988.0]",False
13.56_50.96,50.9625,13.55972222,4.0,13.0,"['2018-07-01', '2018-07-07', '2018-07-25', '2020-06-24', '2020-07-31', '2020-08-07']","['2018-07-01', '2018-07-08', '2018-07-26', '2020-06-25', '2020-07-31', '2020-08-12']","[1, 2, 2, 2, 1, 6]","[13791.0, 13940.0, 14232.0, 28298.0, 29622.0, 29988.0]",False
4.01_50.84,50.8375,4.0125,6.0,20.0,"['2018-07-01', '2018-08-03', '2020-08-07']","['2018-07-01', '2018-08-04', '2020-08-13']","[1, 2, 7]","[13791.0, 15033.0, 29988.0]",False
7.56_50.84,50.8375,7.5625,3.0,18.0,"['2018-07-01', '2018-08-03', '2020-08-07']","['2018-07-01', '2018-08-04', '2020-08-13']","[1, 2, 7]","[13791.0, 15033.0, 29988.0]",False
14.08_50.84,50.8375,14.08194444,4.0,12.0,"['2018-07-01', '2018-08-03', '2020-08-07']","['2018-07-01', '2018-08-04', '2020-08-13']","[1, 2, 7]","[13791.0, 15033.0, 29988.0]",False
3.48_50.61,50.60972222,3.48472222,6.0,14.0,['2020-08-07'],['2020-08-12'],[5],[29988.0],False
7.2_50.71,50.7125,7.19861111,1.0,17.0,"['2018-07-01', '2018-08-03', '2020-08-07']","['2018-07-01', '2018-08-04', '2020-08-13']","[1, 2, 7]","[13791.0, 15033.0, 29988.0]",False
14.41_50.71,50.7125,14.4125,2.0,11.0,"['2018-07-01', '2018-08-03', '2020-08-07']","['2018-07-01', '2018-08-04', '2020-08-13']","[1, 2, 7]","[13791.0, 15033.0, 29988.0]",False
2.48_50.57,50.56527778,2.48472222,6.0,14.0,['2020-08-07'],['2020-08-12'],[5],[29988.0],False
5.7_50.59,50.5875,5.69583333,2.0,18.0,['2020-08-07'],['2020-08-12'],[5],[29988.0],False
12.51_50.59,50.5875,12.5125,4.0,11.0,['2020-08-07'],['2020-08-12'],[5],[29988.0],False
5.4_50.43,50.42638889,5.40138889,2.0,19.0,['2020-08-07'],['2020-08-12'],[5],[29988.0],False
13.43_50.46,50.4625,13.43472222,6.0,12.0,['2020-08-07'],['2020-08-12'],[5],[29988.0],False
4.58_50.32,50.31805556,4.57916667,1.0,20.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
7.81_50.34,50.3375,7.8125,1.0,14.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
32.55_50.29,50.2875,32.55138889,1.0,10.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
1.55_50.17,50.16527778,1.55138889,2.0,11.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
5.44_50.21,50.20972222,5.4375,2.0,19.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
13.48_50.14,50.14305556,13.47916667,4.0,14.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
32.98_50.21,50.20694444,32.98194444,1.0,10.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
1.55_50.08,50.08472222,1.54583333,6.0,13.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
5.94_50.09,50.0875,5.9375,2.0,22.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
14.06_50.09,50.0875,14.05972222,3.0,13.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
3.81_49.97,49.96527778,3.8125,2.0,26.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
7.15_49.97,49.96527778,7.15416667,1.0,11.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
31.33_49.97,49.96527778,31.32638889,1.0,11.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
0.47_49.75,49.74861111,0.47361111,2.0,10.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
4.81_49.84,49.84027778,4.8125,1.0,23.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
14.18_49.84,49.84027778,14.18472222,4.0,13.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
3.25_49.69,49.69027778,3.25416667,1.0,25.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
6.84_49.72,49.71527778,6.84305556,4.0,13.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
1.98_49.58,49.58194444,1.97916667,1.0,22.0,"['2018-07-26', '2019-07-23', '2020-08-06', '2020-09-14']","['2018-07-26', '2019-07-25', '2020-08-12', '2020-09-14']","[1, 2, 7, 1]","[14232.0, 20651.0, 29988.0, 31776.0]",False
5.94_49.59,49.59027778,5.9375,2.0,21.0,"['2018-07-26', '2019-07-23', '2020-08-06', '2020-09-14']","['2018-07-26', '2019-07-25', '2020-08-12', '2020-09-14']","[1, 2, 7, 1]","[14232.0, 20651.0, 29988.0, 31776.0]",False
2.89_49.47,49.46527778,2.8875,1.0,24.0,"['2018-07-26', '2019-07-23', '2020-08-06', '2020-09-14']","['2018-07-26', '2019-07-25', '2020-08-12', '2020-09-14']","[1, 2, 7, 1]","[14232.0, 20651.0, 29988.0, 31776.0]",False
6.83_49.47,49.46527778,6.83194444,2.0,15.0,"['2018-07-26', '2019-07-23', '2020-08-06', '2020-09-14']","['2018-07-26', '2019-07-25', '2020-08-12', '2020-09-14']","[1, 2, 7, 1]","[14232.0, 20651.0, 29988.0, 31776.0]",False
3.19_49.32,49.31805556,3.1875,1.0,24.0,"['2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-07-31', '2020-08-12', '2020-09-14']","[3, 2, 7, 1]","[20651.0, 29495.0, 29988.0, 31776.0]",False
6.93_49.33,49.32916667,6.92638889,6.0,16.0,"['2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-07-31', '2020-08-12', '2020-09-14']","[3, 2, 7, 1]","[20651.0, 29495.0, 29988.0, 31776.0]",False
2.46_49.22,49.21527778,2.4625,1.0,21.0,"['2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-07-31', '2020-08-12', '2020-09-14']","[3, 2, 7, 1]","[20651.0, 29495.0, 29988.0, 31776.0]",False
5.98_49.22,49.21527778,5.98194444,6.0,23.0,"['2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-07-31', '2020-08-12', '2020-09-14']","[3, 2, 7, 1]","[20651.0, 29495.0, 29988.0, 31776.0]",False
1.08_49.09,49.09027778,1.07916667,1.0,18.0,"['2018-07-26', '2019-07-24', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 2, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
4.94_49.09,49.09027778,4.9375,1.0,27.0,"['2018-07-26', '2019-07-24', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 2, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
33.04_49.09,49.0875,33.04027778,1.0,14.0,"['2018-07-26', '2019-07-24', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 2, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
2.06_48.97,48.96527778,2.0625,6.0,21.0,"['2018-07-26', '2019-07-24', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 2, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
5.95_48.97,48.96527778,5.94583333,1.0,23.0,"['2018-07-26', '2019-07-24', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 2, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
2.85_48.84,48.84027778,2.85416667,1.0,21.0,"['2018-07-26', '2019-07-23', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 3, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
7.31_48.84,48.84027778,7.3125,1.0,15.0,"['2018-07-26', '2019-07-23', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 3, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
2.23_48.72,48.71527778,2.22638889,6.0,20.0,"['2018-07-26', '2019-07-23', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 3, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
6.19_48.72,48.71527778,6.1875,6.0,22.0,"['2018-07-26', '2019-07-23', '2020-07-31', '2020-08-06']","['2018-07-26', '2019-07-25', '2020-07-31', '2020-08-12']","[1, 3, 1, 7]","[14232.0, 20651.0, 29495.0, 29988.0]",False
2.44_48.59,48.59027778,2.4375,6.0,21.0,"['2019-07-23', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-08-12', '2020-09-14']","[3, 7, 1]","[20651.0, 29988.0, 31776.0]",False
6.19_48.59,48.59027778,6.1875,1.0,20.0,"['2019-07-23', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-08-12', '2020-09-14']","[3, 7, 1]","[20651.0, 29988.0, 31776.0]",False
2.95_48.47,48.46527778,2.95138889,1.0,22.0,"['2019-07-23', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-08-12', '2020-09-14']","[3, 7, 1]","[20651.0, 29988.0, 31776.0]",False
7.06_48.47,48.46527778,7.0625,4.0,10.0,"['2019-07-23', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-08-12', '2020-09-14']","[3, 7, 1]","[20651.0, 29988.0, 31776.0]",False
0.96_48.32,48.32083333,0.95694444,1.0,22.0,"['2019-07-24', '2020-07-30', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 6, 1]","[20651.0, 29495.0, 29988.0, 31776.0]",False
5.44_48.34,48.34027778,5.4375,1.0,17.0,"['2019-07-24', '2020-07-30', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 6, 1]","[20651.0, 29495.0, 29988.0, 31776.0]",False
3.55_48.16,48.1625,3.54861111,1.0,20.0,"['2019-07-24', '2020-07-30', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 6, 1]","[20651.0, 29495.0, 29988.0, 31776.0]",False
6.69_48.22,48.21527778,6.6875,4.0,15.0,"['2019-07-24', '2020-07-30', '2020-08-06', '2020-09-14']","['2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 6, 1]","[20651.0, 29495.0, 29988.0, 31776.0]",False
1.34_48.08,48.08194444,1.34027778,6.0,19.0,"['2016-09-13', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 3, 1, 6, 1]","[5844.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
5.23_48.09,48.0875,5.22638889,1.0,20.0,"['2016-09-13', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 3, 1, 6, 1]","[5844.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
0.56_47.91,47.90694444,0.55972222,2.0,21.0,"['2016-09-13', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 3, 1, 6, 1]","[5844.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
4.38_47.97,47.96527778,4.38472222,1.0,19.0,"['2016-09-13', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 3, 1, 6, 1]","[5844.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
7.59_47.96,47.9625,7.59305556,1.0,12.0,"['2016-09-13', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 3, 1, 6, 1]","[5844.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
0.44_47.84,47.84027778,0.4375,2.0,20.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
4.0_47.84,47.84027778,4.00416667,1.0,19.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
7.26_47.84,47.84027778,7.2625,1.0,12.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
0.67_47.62,47.62083333,0.67083333,1.0,20.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
4.0_47.66,47.6625,3.99861111,1.0,19.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
7.19_47.72,47.71527778,7.19027778,1.0,12.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
0.62_47.52,47.52083333,0.62361111,1.0,20.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
3.85_47.59,47.59027778,3.84583333,1.0,19.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
7.08_47.59,47.59027778,7.07916667,1.0,12.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
0.18_47.47,47.46527778,0.18194444,4.0,17.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
3.31_47.47,47.46527778,3.3125,1.0,20.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
6.61_47.47,47.46527778,6.60694444,1.0,19.0,"['2016-09-13', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 6, 1]","[5844.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
3.62_47.34,47.34027778,3.61527778,2.0,19.0,"['2016-09-13', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 2, 1, 3, 1, 6, 1]","[5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
6.81_47.34,47.34027778,6.8125,2.0,10.0,"['2016-09-13', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 2, 1, 3, 1, 6, 1]","[5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
1.0_47.19,47.19305556,1.00138889,1.0,20.0,"['2016-09-13', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 2, 1, 3, 1, 6, 1]","[5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
4.44_47.22,47.21527778,4.4375,2.0,21.0,"['2016-09-13', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 2, 1, 3, 1, 6, 1]","[5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
3.69_47.09,47.09027778,3.6875,1.0,20.0,"['2016-09-13', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 2, 1, 3, 1, 6, 1]","[5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
7.73_47.09,47.09027778,7.73472222,2.0,10.0,"['2016-09-13', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 2, 1, 3, 1, 6, 1]","[5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
1.56_46.93,46.93472222,1.5625,1.0,21.0,"['2016-09-13', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 2, 1, 3, 1, 6, 1]","[5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
5.04_46.97,46.96527778,5.04027778,1.0,24.0,"['2016-09-13', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-13', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 2, 1, 3, 1, 6, 1]","[5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
1.7_46.83,46.82916667,1.70416667,6.0,19.0,"['2016-09-07', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-07', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 3, 1, 6, 1]","[5799.0, 6038.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
5.03_46.84,46.8375,5.02916667,1.0,25.0,"['2016-09-07', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-07', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 3, 1, 6, 1]","[5799.0, 6038.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
1.14_46.72,46.71527778,1.1375,2.0,20.0,"['2016-09-07', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-07', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 3, 1, 6, 1]","[5799.0, 6038.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
4.31_46.72,46.71527778,4.3125,2.0,21.0,"['2016-09-07', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-07', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 3, 1, 6, 1]","[5799.0, 6038.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
1.06_46.52,46.51527778,1.05972222,2.0,20.0,"['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-23', '2019-09-16', '2020-07-30', '2020-08-06', '2020-09-14']","['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-25', '2019-09-16', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 1, 1, 3, 1, 1, 6, 1]","[14232.0, 15690.0, 15971.0, 16039.0, 20651.0, 22042.0, 29495.0, 29988.0, 31776.0]",False
4.19_46.59,46.59027778,4.1875,2.0,21.0,"['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-23', '2019-09-16', '2020-07-30', '2020-08-06', '2020-09-14']","['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-25', '2019-09-16', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 1, 1, 3, 1, 1, 6, 1]","[14232.0, 15690.0, 15971.0, 16039.0, 20651.0, 22042.0, 29495.0, 29988.0, 31776.0]",False
0.97_46.47,46.46527778,0.96805556,2.0,21.0,"['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-23', '2019-09-16', '2020-07-30', '2020-08-06', '2020-09-14']","['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-25', '2019-09-16', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 1, 1, 3, 1, 1, 6, 1]","[14232.0, 15690.0, 15971.0, 16039.0, 20651.0, 22042.0, 29495.0, 29988.0, 31776.0]",False
